accession,gene,effect_size,se,n_keloid,n_non_keloid,keloid_mean,non_keloid_mean
GSE181297,AP4E1,-0.3454326390797932,0.7693220751697236,4,3,-0.18725414779127272,0.24967219705503077
GSE188952,AP4E1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,AP4E1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,AP4E1,0.5768263561218571,0.4688999126550031,10,9,0.28043192701744846,-0.31159103001938726
Sun_Burns,AP4E1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APBA2,-3.3430251371691306,0.7107823578721457,9,10,-0.9022695019912086,0.8120425517920861
GSE158395,APBA2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APBA2,0.28799428342119066,0.13553715280055204,110,110,0.14332379176605795,-0.14332379176605797
GSE181297,APBA2,-0.3466581991734519,0.7693614501520469,4,3,-0.18788208719251923,0.2505094495900256
GSE188952,APBA2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APBA2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APBA2,0.9146465592264762,0.4828315754764054,10,9,0.41652975989586827,-0.46281084432874386
Sun_Burns,APBA2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APBB1,1.476073875037024,0.5181194819219597,9,10,0.6484988607708189,-0.5836489746937443
GSE158395,APBB1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APBB1,-0.04136176702187617,0.13485438945034525,110,110,-0.02079538545257717,0.020795385452577007
GSE181297,APBB1,-0.6625405646893482,0.784020164943185,4,3,-0.335480697507137,0.44730759667618153
GSE188952,APBB1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APBB1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APBB1,0.47953881564221223,0.4660071068446601,10,9,0.23652781919779922,-0.2628086879975556
Sun_Burns,APBB1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APBB1IP,0.9970592951358527,0.4871061016008899,9,10,0.49511415308300666,-0.4456027377747068
GSE158395,APBB1IP,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APBB1IP,-0.391171512804284,0.13612339950164862,110,110,-0.19299605529831299,0.1929960552983128
GSE181297,APBB1IP,-1.11504096772509,0.8198424511702569,4,3,-0.49127670131597573,0.6550356017546338
GSE188952,APBB1IP,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APBB1IP,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APBB1IP,-0.8289401006244541,0.4787418794871425,10,9,-0.3845526235404552,0.42728069282272857
Sun_Burns,APBB1IP,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APBB2,-0.042631770618098364,0.4595203360166434,9,10,-0.024163837468105152,0.021747453721288768
GSE158395,APBB2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APBB2,0.14475380138197586,0.13501644397337254,110,110,0.0726004638994912,-0.07260046389948917
GSE181297,APBB2,1.1262294503773957,0.8209341126147544,4,3,0.4943381606843375,-0.659117547579115
GSE188952,APBB2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APBB2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APBB2,-0.15854933656743417,0.46018760803406084,10,9,-0.08059338761213797,0.08954820845793136
Sun_Burns,APBB2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APBB3,0.237022563340225,0.46107431521549397,9,10,0.1332444065015334,-0.1199199658513832
GSE158395,APBB3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APBB3,0.252339553850129,0.1353755319844939,110,110,0.1258818417487905,-0.12588184174878958
GSE181297,APBB3,-1.1148459763543443,0.8198235096505371,4,3,-0.4912230390159803,0.6549640520213064
GSE188952,APBB3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APBB3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APBB3,0.3469418820768909,0.4629024818230384,10,9,0.17386562137323375,-0.1931840237480374
Sun_Burns,APBB3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APEH,0.22965020332229097,0.46097612217269285,9,10,0.12916669256397395,-0.11625002330757243
GSE158395,APEH,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APEH,0.37257043349325286,0.13600475198844866,110,110,0.18413878608316783,-0.18413878608317
GSE181297,APEH,-0.8033969981005737,0.7933704504573096,4,3,-0.3910213642622292,0.5213618190163049
GSE188952,APEH,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APEH,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APEH,-0.6331737809173968,0.4708092489774627,10,9,-0.30495762242520014,0.338841802694666
Sun_Burns,APEH,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APEX2,0.1125196774016641,0.4598307154190092,9,10,0.0636712795555815,-0.05730415160002922
GSE158395,APEX2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APEX2,0.014808201030220212,0.13484182048555457,110,110,0.007446504394755309,-0.007446504394755526
GSE181297,APEX2,-0.18399152840945182,0.7653439725841817,4,3,-0.10174661012721031,0.13566214683627878
GSE188952,APEX2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APEX2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APEX2,0.29678380056157777,0.46198379005790136,10,9,0.1494418370314497,-0.16604648559050034
Sun_Burns,APEX2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APH1B,-0.18550793870714927,0.46045273537504133,9,10,-0.10462740682204293,0.09416466613984505
GSE158395,APH1B,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APH1B,-0.031444510578628626,0.1348483049851803,110,110,-0.015810752747621507,0.01581075274762277
GSE181297,APH1B,-2.3248132416561544,0.9845747187508518,4,3,-0.6818601929484336,0.9091469239312443
GSE188952,APH1B,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APH1B,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APH1B,-0.4832043313016627,0.4661067374938161,10,9,-0.23821589518738162,0.26468432798597746
Sun_Burns,APH1B,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APLP1,0.5359801643150615,0.4676226818696724,9,10,0.29136812059105865,-0.2622313085319542
GSE158395,APLP1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APLP1,-0.004135342794115599,0.13484011661172535,110,110,-0.00207956652102626,0.0020795665210258272
GSE181297,APLP1,-0.4142936497384086,0.7717469003538214,4,3,-0.2219446147074948,0.29592615294332747
GSE188952,APLP1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APLP1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APLP1,-0.4270040971063495,0.4646604510474014,10,9,-0.2120613731390865,0.23562374793231802
Sun_Burns,APLP1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APOA1,-0.012095637087356127,0.4594724814696332,9,10,-0.006857598687518439,0.006171838818747777
GSE158395,APOA1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APOA1,-0.12605770437349764,0.13497382359715596,110,110,-0.06326402424011018,0.06326402424011018
GSE181297,APOA1,-0.4242763149244645,0.7721341971663693,4,3,-0.2268689795594241,0.30249197274589884
GSE188952,APOA1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APOA1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APOA1,0.09383023286112092,0.45972034791247063,10,9,0.047814024445332906,-0.053126693828150225
Sun_Burns,APOA1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APOBEC3B,-0.6622222406163883,0.4718597170599824,9,10,-0.35258681086967786,0.31732812978271163
GSE158395,APOBEC3B,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APOBEC3B,-0.20191149816510176,0.13518311027077373,110,110,-0.10101501062440904,0.10101501062440897
GSE181297,APOBEC3B,0.7345337760518704,0.7885885462932078,4,3,0.36469193254327215,-0.4862559100576964
GSE188952,APOBEC3B,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APOBEC3B,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APOBEC3B,-1.0754613327912246,0.49147573963125263,10,9,-0.4717474095428531,0.5241637883809481
Sun_Burns,APOBEC3B,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APOBEC3C,1.5922516578844899,0.5270945077612326,9,10,0.6777405400531031,-0.6099664860477982
GSE158395,APOBEC3C,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APOBEC3C,0.1599611783093516,0.13505543961450958,110,110,0.08018070836712568,-0.08018070836712622
GSE181297,APOBEC3C,-0.502678538738062,0.7754884350235801,4,3,-0.2645505450093673,0.3527340600124907
GSE188952,APOBEC3C,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APOBEC3C,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APOBEC3C,-1.0104811271948937,0.4878334036878424,10,9,-0.4501826364376833,0.5002029293752037
Sun_Burns,APOBEC3C,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APOBEC3G,-0.12193247423304059,0.4598938593361806,9,10,-0.06897453167942012,0.06207707851147483
GSE158395,APOBEC3G,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APOBEC3G,-0.6165748126432153,0.13800662450820989,110,110,-0.29609318956388175,0.29609318956388153
GSE181297,APOBEC3G,-1.2362272709329003,0.8321626099706747,4,3,-0.5226492082734682,0.6968656110312926
GSE188952,APOBEC3G,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APOBEC3G,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APOBEC3G,-1.7240197091567815,0.537892235826766,10,9,-0.6369266685535873,0.7076962983928756
Sun_Burns,APOBEC3G,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APOC1,0.7945822445349517,0.4772063209741625,9,10,0.41248488042232995,-0.3712363923800991
GSE158395,APOC1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APOC1,-0.0762774651936015,0.13488899688680353,110,110,-0.038329907829189235,0.03832990782918917
GSE181297,APOC1,-1.0802224869216739,0.816505939437671,4,3,-0.4815254623257318,0.6420339497676427
GSE188952,APOC1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APOC1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APOC1,0.555040895226488,0.46820746125926194,10,9,0.270767623614848,-0.30085291512760903
Sun_Burns,APOC1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APOD,-1.3677687651395,0.5102376540478455,9,10,-0.6186397498306604,0.5567757748476014
GSE158395,APOD,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APOD,-0.3583743768859933,0.1359180250439114,110,110,-0.17734847582667362,0.17734847582667315
GSE181297,APOD,-4.0145407927922925,1.3170097202065647,4,3,-0.7548107098441874,1.006414279792251
GSE188952,APOD,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APOD,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APOD,-0.5465640353125648,0.46794496040833966,10,9,-0.26698048363104715,0.2966449818122744
Sun_Burns,APOD,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APOE,0.5651912754407874,0.4685269019984087,9,10,0.3058698083324686,-0.275282827499222
GSE158395,APOE,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APOE,0.13839821427953633,0.1350012968432304,110,110,0.06942864267453841,-0.06942864267453816
GSE181297,APOE,-0.9498985821710498,0.8048502071404892,4,3,-0.4418855031843064,0.5891806709124057
GSE188952,APOE,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APOE,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APOE,-0.2767341717567534,0.461656172584388,10,9,-0.1395849488198162,0.1550943875775741
Sun_Burns,APOE,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APOL1,0.22791624297383015,0.46095347510503554,9,10,0.1282067129512115,-0.11538604165608853
GSE158395,APOL1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APOL1,0.12605390267385028,0.13497381552780818,110,110,0.06326212396862196,-0.06326212396862244
GSE181297,APOL1,-0.22845926910495193,0.7661993541550507,4,3,-0.1257895583747458,0.1677194111663264
GSE188952,APOL1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APOL1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APOL1,-1.0819919075585656,0.4918527997128614,10,9,-0.4738593002254177,0.5265103335837965
Sun_Burns,APOL1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APOL2,-0.3112087034753695,0.4622335101195021,9,10,-0.1738904132373349,0.15650137191360428
GSE158395,APOL2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APOL2,0.24093118434859234,0.13532828632954025,110,110,0.12027530816335526,-0.12027530816335437
GSE181297,APOL2,-0.746190512551805,0.7893698638647064,4,3,-0.36925946415565775,0.4923459522075418
GSE188952,APOL2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APOL2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APOL2,-0.16240244948462604,0.46022296592380746,10,9,-0.08253652748845564,0.09170725276495112
Sun_Burns,APOL2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APOL3,0.06744784643685489,0.4595985500587268,9,10,0.03821374971324895,-0.034392374741925504
GSE158395,APOL3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APOL3,-0.1570011610101084,0.13504754520133172,110,110,-0.07870631617256203,0.07870631617256225
GSE181297,APOL3,-1.922310159240344,0.9204790295968299,4,3,-0.6419978754554558,0.8559971672739403
GSE188952,APOL3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APOL3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APOL3,-0.9253010900891665,0.4833655130421334,10,9,-0.4203807704226322,0.4670897449140361
Sun_Burns,APOL3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APOL6,-0.2600704385380542,0.4614011513920226,9,10,-0.14595018951544672,0.13135517056390195
GSE158395,APOL6,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APOL6,-0.06807688571755288,0.1348790237614383,110,110,-0.034214202288887434,0.034214202288887975
GSE181297,APOL6,-0.0495404750922472,0.7638773707370946,4,3,-0.027602607575268175,0.036803476767022336
GSE188952,APOL6,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APOL6,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APOL6,-1.496575326021087,0.519664869959916,10,9,-0.5884763524922654,0.6538626138802951
Sun_Burns,APOL6,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APOLD1,-1.3724359588158872,0.5105673491135829,9,10,-0.6199807134822415,0.5579826421340213
GSE158395,APOLD1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APOLD1,0.21077979212604347,0.13521387200862647,110,110,0.10540327429918342,-0.10540327429918335
GSE181297,APOLD1,0.06578532217264633,0.7639649569038783,4,3,0.03663722606697937,-0.04884963475597207
GSE188952,APOLD1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APOLD1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APOLD1,-0.43895789995473755,0.46495348551041826,10,9,-0.21767229353051637,0.24185810392280033
Sun_Burns,APOLD1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APP,-0.11654334646848512,0.45985708803554837,9,10,-0.06593890194847983,0.05934501175364075
GSE158395,APP,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APP,0.3739135156713471,0.13601312868785287,110,110,0.1847798608529386,-0.18477986085294126
GSE181297,APP,1.5879507062902425,0.8737543832824591,4,3,0.594281043407904,-0.7923747245438734
GSE188952,APP,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APP,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APP,-0.5318546592634297,0.4674987081547713,10,9,-0.2603739440747244,0.2893043823052505
Sun_Burns,APP,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,APPL2,1.3790356837819397,0.5110351115593502,9,10,0.6218684187130498,-0.5596815768417454
GSE158395,APPL2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,APPL2,0.3997279949210011,0.13617988162323094,110,110,0.19705466910695665,-0.19705466910695488
GSE181297,APPL2,-0.31743184114737844,0.768459945997786,4,3,-0.1728099599973143,0.23041327999641933
GSE188952,APPL2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,APPL2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,APPL2,-0.18272871108723934,0.4604234893888402,10,9,-0.09276826409287324,0.10307584899208197
Sun_Burns,APPL2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,AQP1,0.9014955603242698,0.48218025859266495,9,10,0.45748724632620036,-0.4117385216935806
GSE158395,AQP1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,AQP1,0.48877227943751145,0.13683847761923992,110,110,0.23865723336289985,-0.23865723336290004
GSE181297,AQP1,0.6112267623746183,0.7810370771201594,4,3,0.3136124327071826,-0.4181499102762465
GSE188952,AQP1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,AQP1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,AQP1,0.4961300414174507,0.4664639445709746,10,9,0.2441480832078528,-0.2712756480087252
Sun_Burns,AQP1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,AQP3,-1.3058933168235232,0.5059534921716611,9,10,-0.6003839962046053,0.5403455965841456
GSE158395,AQP3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,AQP3,-0.18125679110847667,0.1351165660417544,110,110,-0.09077195459022487,0.09077195459022463
GSE181297,AQP3,0.05277822641713842,0.7638928593466123,4,3,0.029404242758820393,-0.03920565701176121
GSE188952,AQP3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,AQP3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,AQP3,-0.1843827958609803,0.4604408424666098,10,9,-0.09359942465581189,0.1039993607286888
Sun_Burns,AQP3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,AQP5,-0.254018696593098,0.46131242183353693,9,10,-0.1426203761563636,0.12835833854073328
GSE158395,AQP5,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,AQP5,0.21978862442104988,0.13524646726544784,110,110,0.10985475376059234,-0.10985475376059246
GSE181297,AQP5,-1.124150641932873,0.8207305688237574,4,3,-0.4937719625544154,0.6583626167392208
GSE188952,AQP5,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,AQP5,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,AQP5,0.17122734513542262,0.46030713504950455,10,9,0.0869827535490493,-0.09664750394338822
Sun_Burns,AQP5,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,AQP7,0.34536265279828804,0.46287140376731933,9,10,0.1923356493245678,-0.17310208439211738
GSE158395,AQP7,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,AQP7,0.19474175274448338,0.13515920200622328,110,110,0.0974628857574025,-0.09746288575740246
GSE181297,AQP7,-1.3096414559995775,0.8401457105738674,4,3,-0.5398379188495489,0.7197838917993987
GSE188952,AQP7,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,AQP7,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,AQP7,-0.6029032111906136,0.46976238406370424,10,9,-0.29186767845634354,0.32429742050704685
Sun_Burns,AQP7,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,AQP9,0.3850045684613592,0.4636937152667168,9,10,0.21350385565888041,-0.1921534700929878
GSE158395,AQP9,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,AQP9,-0.2508020036397632,0.13536903806253717,110,110,-0.12512692136213294,0.12512692136213288
GSE181297,AQP9,-0.01193396025091865,0.7637692754674925,4,3,-0.006652993380891384,0.008870657841188664
GSE188952,AQP9,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,AQP9,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,AQP9,-0.4300749572559037,0.4647349751564946,10,9,-0.21350518285542477,0.237227980950466
Sun_Burns,AQP9,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,AR,-0.47083462754845246,0.4657734786217356,9,10,-0.25834347598293156,0.2325091283846444
GSE158395,AR,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,AR,-0.3473403956258529,0.13585290633650865,110,110,-0.17205297477101925,0.17205297477101905
GSE181297,AR,-1.1950321809753641,0.8278530140512955,4,3,-0.51241800269668,0.6832240035955731
GSE188952,AR,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,AR,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,AR,0.06910084087024945,0.4596050120092022,10,9,0.03523404161553426,-0.03914893512837107
Sun_Burns,AR,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ARC,1.289845591858538,0.5048690260865246,9,10,0.5955018329904971,-0.5359516496914483
GSE158395,ARC,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ARC,-0.447331488588306,0.13651594529480154,110,110,-0.21944438373678923,0.21944438373678998
GSE181297,ARC,-0.520994141209899,0.7763514282408133,4,3,-0.2730889232828865,0.36411856437718226
GSE188952,ARC,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ARC,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ARC,-0.2171686916200064,0.46081690800834646,10,9,-0.11002406499207792,0.12224896110231048
Sun_Burns,ARC,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,AREG,-0.9672321953538691,0.4855208907086363,9,10,-0.48363315371005555,0.43526983833904487
GSE158395,AREG,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,AREG,-0.236691351696388,0.13531128082354693,110,110,-0.11818870303419665,0.11818870303419697
GSE181297,AREG,-0.42479370344721407,0.7721545162334076,4,3,-0.2271234499425108,0.3028312665900153
GSE188952,AREG,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,AREG,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,AREG,-0.3129033831100836,0.46226361667297355,10,9,-0.15732892092344183,0.1748099121371557
Sun_Burns,AREG,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ARF6,0.17862292322298998,0.4603810884509001,9,10,0.10078240825770192,-0.0907041674319244
GSE158395,ARF6,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ARF6,0.3666721383388943,0.1359683156360168,110,110,0.18132064790904875,-0.18132064790904864
GSE181297,ARF6,0.14795927364390382,0.7647856195097094,4,3,0.08205468056915338,-0.10940624075886635
GSE188952,ARF6,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ARF6,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ARF6,0.48645170835420715,0.46619561872173443,10,9,0.2397092723411701,-0.2663436359346348
Sun_Burns,ARF6,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ARFGAP1,-0.036469020916093095,0.45950637735992533,9,10,-0.02067230713873753,0.01860507642486333
GSE158395,ARFGAP1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ARFGAP1,0.7619885444003112,0.1396474989343892,110,110,0.35771226479237755,-0.35771226479237705
GSE181297,ARFGAP1,-0.4236515311887649,0.7721096927317874,4,3,-0.2265615889697254,0.3020821186263022
GSE188952,ARFGAP1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ARFGAP1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ARFGAP1,-0.19218902564427065,0.4605248391438071,10,9,-0.09751884057193208,0.10835426730214712
Sun_Burns,ARFGAP1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ARG2,-0.671668095754022,0.4722109322692912,9,10,-0.35701087308667534,0.32130978577800773
GSE158395,ARG2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ARG2,-0.2880349330675388,0.13553734911846943,110,110,-0.1433436040092705,0.14334360400926935
GSE181297,ARG2,-0.4159601858459649,0.7718109290528383,4,3,-0.2227686158465143,0.2970248211286854
GSE188952,ARG2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ARG2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ARG2,-0.5833563142376371,0.469112454579562,10,9,-0.2833092214944917,0.31478802388276894
Sun_Burns,ARG2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ARHGAP1,1.888462755326573,0.5522326407287597,9,10,0.7407767994847045,-0.6666991195362322
GSE158395,ARHGAP1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ARHGAP1,0.6581850831905466,0.13844269904035572,110,110,0.31415108177900924,-0.3141510817790085
GSE181297,ARHGAP1,1.147853994574511,0.823070707756167,4,3,0.5001577271945016,-0.6668769695926667
GSE188952,ARHGAP1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ARHGAP1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ARHGAP1,0.8215150648781012,0.4784049491482881,10,9,0.3816988741098618,-0.4241098601220676
Sun_Burns,ARHGAP1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ARHGAP10,0.2985335776497282,0.46201345728881354,9,10,0.16699959858432242,-0.15029963872589852
GSE158395,ARHGAP10,0.0,0.5563486402641868,7,6,0.0,0.0
